gene_id,rpkm
ENSG000000004192,56.0411014448757
ENSG000000004606,7.5568647495391
ENSG000000009715,0.0466004947922557
ENSG000000010363,32.4761516529786
ENSG000000010841,7.88135764894543
ENSG000000011674,18.2503036431267
ENSG000000016171,2.12931432719623
ENSG00000001629,8.95320581310158
ENSG000000016305,1.94118799679202
ENSG000000016315,10.1970229179675
ENSG000000023303,11.6844347053297
ENSG000000025492,23.1612053096048
ENSG000000028225,4.73081957681419
ENSG000000028347,6.34902974387908
ENSG000000029194,8.8809270862922
ENSG00000003056,22.596979187215
ENSG00000003137,1.78887289057723
ENSG000000033934,5.90371363351863
ENSG000000034365,0.889273223557153
ENSG000000035095,8.67430724096807
ENSG000000037566,11.6491290693587
ENSG000000039897,14.8430076780925
ENSG000000040590,52.6508975553993
ENSG000000041421,86.2350309573783
ENSG000000043992,3.53742103445003
ENSG000000044556,52.0178842731685
ENSG00000004478,81.2568139975963
ENSG000000044876,59.6149766865826
ENSG000000045344,16.0842463363849
ENSG000000047005,14.1644466992198
ENSG000000047762,0.122910682259613
ENSG00000004779,95.7425109161647
ENSG00000004799,0.865705012908665
ENSG000000048643,35.3963935073538
ENSG000000048971,28.9796697454208
ENSG000000049751,15.1177067965634
ENSG000000050072,16.5912011233867
ENSG000000050202,11.5452190743269
ENSG000000050595,14.9970497415104
ENSG000000050755,31.247341021301
ENSG000000051561,8.87523126322639
ENSG00000005175,18.091810097605
ENSG000000051944,21.923511503529
ENSG00000005243,0.202647157883752
ENSG000000052492,14.3062594240831
ENSG000000053394,7.55528014197522
ENSG000000054363,12.8510704577454
ENSG000000054486,10.6696283110735
ENSG000000054691,3.35354027720802
ENSG000000054830,7.61844412839636
ENSG000000054866,16.1248355728496
ENSG000000057004,16.887819746537
ENSG000000058016,8.60197700677404
ENSG000000058107,16.1776340383966
ENSG000000058120,12.4817673501679
ENSG000000058821,3.53790766047359
ENSG000000058847,0.82336616123698
ENSG000000060071,26.5970556899719
ENSG000000060157,7.46493384420575
ENSG000000060160,1.55705459698671
ENSG000000060421,9.6634144026275
ENSG000000060624,1.13540524386871
ENSG000000061184,5.32054933619846
ENSG00000006194,7.39852637838816
ENSG00000006210,0.0088790506
ENSG000000062820,4.43541759897091
ENSG000000063273,3.72358175389882
ENSG00000006451,13.6395830838871
ENSG000000064533,11.9080767562961
ENSG000000065305,16.2134148304588
ENSG000000066257,34.1530147919617
ENSG00000006634,11.3035228808072
ENSG000000066523,17.5897881376462
ENSG000000066950,10.6174344723309
ENSG000000067040,4.76424363931566
ENSG000000067155,10.8033867946508
ENSG000000067448,31.171519649724
ENSG00000006831,27.5732897076718
ENSG000000070474,5.78135747275455
ENSG000000070621,0.0671326348833359
ENSG000000070800,57.1128910281362
ENSG000000071682,24.701461933198
ENSG000000072024,38.9175890331048
ENSG000000072550,12.8206586669041
ENSG00000007376,25.233615831241
ENSG000000073926,12.1511539889523
ENSG000000075163,0.45962998013435
ENSG00000007520,36.0130459945968
ENSG000000079444,8.43633598097936
ENSG00000008018,130.381298726182
ENSG000000080833,10.9282946868792
ENSG000000081305,19.6096100297028
ENSG00000008282,24.2357692045756
ENSG000000082835,2.5822065492098
ENSG000000082940,22.4933770343684
ENSG000000083114,14.0734315141123
ENSG000000083241,23.8988809423866
ENSG000000083825,5.45099586725363
ENSG000000083942,4.75438870228854
ENSG000000084051,9.66931495929759
ENSG000000084416,4.17672550818873
ENSG000000085134,1.61285298387549
ENSG000000085176,0.270659429572803
ENSG000000088389,18.0577070512034
ENSG000000088691,9.33696688922705
ENSG000000089526,16.1798367990772
ENSG00000008988,98.7011252209143
ENSG000000093357,32.7685330923798
ENSG000000098445,15.0940089005846
ENSG000000099540,40.8849617449465
ENSG000000100172,21.1350629159281
ENSG000000100725,16.068377298285
ENSG000000101659,20.3599947243299
ENSG000000102560,72.5997918433798
ENSG000000102922,53.0505167160084
ENSG000000103225,13.3907676248507
ENSG000000103270,0.0506220855899171
ENSG000000108107,15.1841749604606
ENSG000000110072,26.0081483371424
ENSG000000110090,15.5905392716346
ENSG000000110211,2.89353940285354
ENSG000000110283,2.24398692765534
ENSG000000111052,3.24689212926865
ENSG000000111436,9.28166133027212
ENSG00000011198,4.88313934428807
ENSG000000112437,10.2709388971263
ENSG000000112603,52.4255604849063
ENSG000000112955,21.5064351049845
ENSG000000113049,79.0788812487679
ENSG000000114221,1.83270644109356
ENSG000000114260,20.8456354588689
ENSG000000114518,8.07423124763669
ENSG000000114546,8.40766016478508
ENSG000000114656,0.0043633767
ENSG000000114781,11.0139169012736
ENSG000000114854,24.6219329993486
ENSG000000116380,3.04465370447399
ENSG000000120481,19.1085248795325
ENSG000000120615,8.0113889673172
ENSG000000121719,0.24512383683327
ENSG00000012232,7.67631716591048
ENSG000000126603,44.1094056237979
ENSG000000128225,2.92030904016186
ENSG000000129634,28.4879627843276
ENSG000000129831,9.6775765846511
ENSG000000130165,3.8153006021069
ENSG00000013288,2.62021966395116
ENSG000000133065,66.6111565995932
ENSG000000133648,0.866553372662612
ENSG000000133746,21.0278543458712
ENSG000000133755,11.958946988967
ENSG00000013392,3.78866617590876
ENSG000000134415,11.0170903377221
ENSG00000013523,11.6938142768485
ENSG000000135617,17.1520831297878
ENSG00000013583,6.21800634824662
ENSG00000013588,1.03683566913457
ENSG000000138108,23.4134762963336
ENSG00000014123,12.2963279538048
ENSG00000014138,19.165564839238
ENSG00000014164,4.95139049864538
ENSG000000142165,8.41176621768129
ENSG000000146417,44.3233453534144
ENSG000000148243,24.9681292148866
ENSG000000149192,30.3604940721306
ENSG000000151719,12.161218350803
ENSG000000154758,12.650602464158
ENSG00000015532,8.3636170144837
ENSG000000156767,11.0381214753825
ENSG000000168648,16.4519009828679
ENSG000000172609,11.9637877291724
ENSG000000177972,10.4570515788376
ENSG000000182364,4.8207614880924
ENSG000000184084,3.82068437774686
ENSG000000185104,18.3673768033795
ENSG000000186254,0.00273348338021141
ENSG000000186991,17.407371302599
ENSG00000019186,0.183831908376142
ENSG000000195490,7.04128665409385
ENSG000000195824,0.232444460673192
ENSG00000019995,8.20676490846186
ENSG000000201295,12.0514129834317
ENSG000000202569,8.82083179993542
ENSG000000204260,13.1977599012093
ENSG000000213552,7.73764538497157
ENSG000000215742,6.51566215546926
ENSG000000217760,7.78827284865673
ENSG000000218265,3.66814855429682
ENSG000000222772,19.3277661535196
ENSG000000228405,36.5285128066918
ENSG000000230411,20.9690987034878
ENSG000000231916,13.0743639388517
ENSG000000232283,17.855196046884
ENSG000000232872,22.0974013367434
ENSG00000023318,11.3392163674291
ENSG000000233304,24.1052449825483
ENSG00000023516,12.172539175467
ENSG00000023572,7.49178156823835
ENSG00000023608,6.15096229021231
ENSG000000236972,13.4764322205062
ENSG000000237340,133.903808539169
ENSG000000238390,0.586519382017505
ENSG000000239023,4.75473736801786
ENSG00000023909,12.681363816369
ENSG000000240480,10.3429270429695
ENSG000000244221,0.929622040348766
ENSG000000245266,23.2044426485038
ENSG000000248627,21.1154950980165
ENSG000000250394,15.4442025146478
ENSG000000251562,27.5566999482714
ENSG000000252936,8.44583484584721
ENSG000000257083,1.11921370480871
ENSG000000257708,30.6575239299738
ENSG00000025772,41.5964754896823
ENSG000000257963,11.5998440384784
ENSG000000258003,33.2128867831654
ENSG000000260255,64.6253273996253
ENSG000000261031,2.83324449843782
ENSG000000265088,0.366368692435618
ENSG00000027001,10.4327084158679
ENSG000000276974,17.2938562995403
ENSG000000278473,6.16051643972129
ENSG000000278691,1.40541709469524
ENSG000000281166,6.55990945202355
ENSG000000281378,0.029756005684368
ENSG000000282037,13.5336990723308
ENSG000000283107,6.23156680518366
ENSG000000285284,9.82297751795013
ENSG00000028839,7.89563368508259
ENSG000000293636,36.6499944201012
ENSG000000293641,16.6786477283772
ENSG000000296390,10.6821557477955
ENSG000000297256,38.3180944648714
ENSG000000300663,22.747509166486
ENSG000000301102,9.61080351001099
ENSG000000305827,28.6504428655064
ENSG000000310030,8.65015042373925
ENSG00000031691,15.532481686647
ENSG000000316982,72.0352859309171
ENSG000000318234,13.795554725765
ENSG000000322198,3.9945425496986
ENSG000000323892,6.29564132210061
ENSG000000330111,4.02090131249275
ENSG000000330303,5.65262297505856
ENSG000000331006,12.1274766892227
ENSG000000331706,5.6765427574204
ENSG000000331782,11.1226306867429
ENSG000000336276,9.03221938123109
ENSG000000338003,5.82969322060844
ENSG000000340534,6.81412830065974
ENSG00000034510,552.782088938029
ENSG000000346772,4.83348901653156
ENSG000000346934,18.7465880266466
ENSG00000034713,31.847147901118
ENSG00000035141,45.7857372967257
ENSG000000354037,18.3039064903188
ENSG000000354992,20.0072394732837
ENSG00000035681,5.89579871495677
ENSG000000359285,22.0303206307253
ENSG000000360542,12.3382380519368
ENSG00000036448,2.15292275353908
ENSG000000365492,18.6943047280513
ENSG00000037241,22.758019281399
ENSG000000374744,50.2984602853468
ENSG000000377491,11.7324394791616
ENSG000000377573,15.5903921186455
ENSG000000378976,7.11384897043455
ENSG00000038002,6.70646032452536
ENSG000000382192,7.84648307568031
ENSG000000383584,13.4910197433883
ENSG000000383829,9.02448964458348
ENSG000000384275,7.9084220458184
